session_duration,pages_visited,referral,device,cart_items,is_returning_user,made_purchase
0,4,Ads,Mobile,2,0,0
289,5,Google,Desktop,1,0,1
131,7,Google,Desktop,0,1,1
474,6,Google,Mobile,1,0,1
29,5,Google,Mobile,0,1,1
266,7,Google,Desktop,1,1,0
196,5,Ads,Mobile,2,1,1
308,9,Google,Mobile,1,0,0
20,5,Google,Desktop,2,0,1
260,5,Ads,Mobile,1,1,1
247,8,Google,Mobile,0,1,1
246,4,Ads,Desktop,0,0,1
277,2,Google,Mobile,0,0,1
338,5,Direct,Desktop,1,1,1
490,3,Ads,Mobile,0,1,1
94,2,Ads,Mobile,1,0,0
522,5,Direct,Desktop,1,0,1
206,8,Direct,Mobile,1,0,0
24,3,Google,Desktop,1,1,1
18,4,Google,Desktop,1,0,1
122,11,Google,Desktop,0,0,0
460,4,Google,Desktop,2,1,0
368,7,Ads,Tablet,2,0,1
466,1,Ads,Mobile,1,0,1
218,3,Direct,Mobile,2,1,0
174,2,Google,Desktop,3,1,0
47,6,Ads,Tablet,1,1,0
119,3,Google,Mobile,2,1,1
170,5,Ads,Mobile,3,1,1
27,8,Ads,Tablet,0,0,0
74,8,Ads,Desktop,2,0,1
273,2,Ads,Mobile,2,0,1
399,6,Google,Mobile,0,0,1
1921,7,Google,Mobile,2,1,1
811,3,Google,Mobile,1,0,1
308,4,Ads,Mobile,0,1,1
164,8,Google,Mobile,1,1,1
303,6,Google,Mobile,1,0,0
462,5,Direct,Mobile,3,1,0
37,2,Google,Desktop,0,1,1
158,6,Google,Desktop,1,0,1
549,5,Ads,Mobile,0,1,1
145,8,Direct,Mobile,2,1,1
254,3,Google,Tablet,0,1,1
265,5,Direct,Mobile,1,0,0
61,4,Google,Mobile,2,0,0
134,7,Google,Mobile,3,1,0
122,9,Google,Mobile,1,1,0
7,6,Ads,Desktop,0,0,1
7,13,Direct,Mobile,1,1,1
534,3,Google,Tablet,0,0,0
95,7,Ads,Tablet,0,0,1
218,5,Google,Mobile,0,1,0
106,6,Direct,Tablet,1,1,0
847,11,Google,Tablet,2,0,1
90,7,Ads,Desktop,3,1,0
168,4,Google,Mobile,1,1,0
618,8,Direct,Mobile,0,1,1
553,6,Google,Mobile,0,0,0
61,4,Google,Mobile,1,1,1
486,4,Ads,Desktop,0,1,0
183,7,Direct,Tablet,1,0,0
197,8,Direct,Desktop,2,1,1
42,3,Google,Desktop,0,0,0
25,8,Google,Mobile,0,0,1
390,6,Direct,Desktop,1,0,0
205,8,Google,Desktop,0,1,1
172,3,Ads,Mobile,1,0,1
392,3,Google,Desktop,0,0,1
435,7,Ads,Mobile,1,1,1
51,6,Ads,Mobile,0,0,0
282,6,Ads,Mobile,0,0,0
43,4,Ads,Mobile,1,1,0
417,3,Ads,Desktop,0,1,1
320,7,Ads,Mobile,0,0,1
941,7,Ads,Mobile,1,1,0
21,7,Ads,Tablet,0,1,0
17,5,Ads,Desktop,0,0,0
99,4,Ads,Desktop,1,1,1
91,4,Direct,Desktop,0,0,0
85,7,Google,Mobile,1,1,1
710,5,Ads,Tablet,2,0,0
86,4,Direct,Tablet,1,0,1
95,3,Google,Mobile,0,0,1
427,3,Ads,Mobile,1,0,0
179,3,Google,Tablet,0,0,0
449,6,Google,Mobile,2,1,1
20,5,Google,Desktop,2,0,1
200,5,Direct,Mobile,2,1,1
10,4,Google,Desktop,0,1,0
19,8,Google,Desktop,0,0,1
710,7,Google,Tablet,1,1,1
44,4,Google,Desktop,1,1,0
228,3,Ads,Mobile,3,1,0
158,4,Google,Mobile,1,0,0
128,7,Direct,Mobile,0,0,1
690,9,Google,Mobile,0,1,0
6,8,Ads,Mobile,2,1,1
327,3,Google,Mobile,1,0,0
992,5,Direct,Desktop,2,0,1
246,6,Google,Mobile,0,1,1
828,7,Ads,Desktop,0,0,1
16,6,Ads,Mobile,2,0,1
162,5,Google,Mobile,1,1,0
90,8,Google,Desktop,0,0,0
393,7,Google,Desktop,1,0,1
1193,4,Ads,Mobile,3,1,0
88,6,Google,Mobile,0,1,1
318,9,Google,Mobile,1,0,1
66,6,Ads,Desktop,2,1,0
249,5,Direct,Mobile,1,0,0
187,4,Ads,Mobile,1,1,1
1072,3,Google,Mobile,2,1,0
281,0,Google,Mobile,1,0,1
129,6,Google,Mobile,1,0,0
36,3,Google,Mobile,0,1,0
49,4,Google,Mobile,2,1,1
76,4,Ads,Mobile,1,0,0
86,8,Ads,Desktop,2,1,1
570,3,Direct,Mobile,0,0,0
247,4,Google,Mobile,2,1,1
222,2,Google,Tablet,1,1,0
36,5,Google,Mobile,0,1,1
590,7,Direct,Mobile,1,1,1
384,9,Ads,Tablet,1,1,0
21,8,Google,Mobile,2,1,0
369,10,Google,Tablet,2,0,0
235,6,Google,Desktop,0,1,0
25,14,Direct,Mobile,3,0,0
183,3,Google,Mobile,1,0,1
198,6,Google,Mobile,1,0,1
54,8,Google,Desktop,0,1,0
873,4,Google,Mobile,2,1,0
569,6,Direct,Desktop,2,1,0
331,8,Google,Tablet,0,0,1
186,9,Google,Mobile,3,1,0
159,6,Google,Mobile,1,0,1
315,9,Google,Mobile,1,0,0
236,1,Ads,Mobile,0,0,1
19,6,Google,Mobile,1,1,1
215,6,Ads,Mobile,0,1,1
492,7,Ads,Desktop,0,0,0
184,4,Google,Mobile,0,1,1
16,13,Ads,Tablet,2,0,1
462,3,Ads,Mobile,0,0,1
67,5,Google,Mobile,2,0,0
89,4,Google,Mobile,0,1,1
53,4,Google,Desktop,0,0,0
120,8,Google,Desktop,0,0,1
424,3,Google,Desktop,1,1,0
219,2,Ads,Mobile,1,0,0
68,4,Google,Tablet,0,1,0
630,5,Ads,Mobile,0,0,0
635,5,Direct,Mobile,3,1,0
613,6,Google,Desktop,2,0,1
81,7,Google,Desktop,0,0,1
180,6,Google,Mobile,0,1,1
1259,4,Google,Mobile,0,1,0
443,10,Ads,Mobile,1,1,0
8,7,Google,Mobile,0,1,0
20,5,Google,Desktop,3,1,1
187,2,Ads,Desktop,1,0,0
719,5,Ads,Desktop,1,0,1
232,4,Google,Desktop,1,0,0
206,3,Ads,Mobile,0,0,1
33,2,Google,Desktop,2,1,1
320,2,Google,Mobile,1,0,0
517,6,Google,Mobile,0,1,1
143,12,Ads,Desktop,2,1,0
448,7,Ads,Desktop,0,0,0
1001,1,Ads,Mobile,1,1,0
68,8,Ads,Mobile,2,1,1
222,4,Ads,Tablet,3,0,1
101,3,Google,Desktop,1,1,1
472,10,Google,Mobile,1,0,1
258,2,Direct,Mobile,0,0,0
302,7,Ads,Mobile,0,1,0
479,3,Ads,Desktop,2,0,1
151,5,Google,Desktop,1,0,1
739,5,Ads,Mobile,1,1,0
228,9,Ads,Mobile,2,0,0
51,2,Ads,Desktop,1,1,0
357,7,Google,Mobile,1,1,0
472,5,Google,Desktop,1,1,1
114,6,Google,Mobile,1,0,0
583,4,Direct,Desktop,0,1,0
709,5,Direct,Mobile,2,0,1
97,6,Google,Mobile,1,0,1
1231,10,Ads,Mobile,0,0,0
45,7,Google,Desktop,0,1,0
67,2,Google,Mobile,0,0,1
61,7,Google,Mobile,1,1,1
673,5,Ads,Mobile,1,0,0
318,9,Google,Mobile,3,1,0
49,4,Ads,Mobile,0,0,1
174,7,Google,Mobile,0,1,1
286,3,Direct,Tablet,1,1,0
26,7,Direct,Mobile,2,1,1
642,6,Direct,Mobile,0,0,1
488,3,Ads,Mobile,0,1,1
211,5,Ads,Mobile,0,1,1
1024,4,Ads,Mobile,1,1,0
162,7,Google,Mobile,0,1,1
1242,6,Google,Mobile,2,1,0
330,3,Direct,Desktop,1,1,0
302,3,Ads,Mobile,1,1,1
54,2,Google,Desktop,3,0,0
640,6,Google,Mobile,1,1,1
167,5,Google,Tablet,1,0,0
53,6,Google,Desktop,3,1,1
3,5,Direct,Mobile,2,1,0
246,6,Google,Tablet,2,1,0
224,3,Google,Mobile,3,0,1
381,5,Google,Mobile,1,0,0
662,8,Direct,Tablet,0,1,0
24,6,Direct,Mobile,1,1,1
394,4,Google,Desktop,1,1,1
62,4,Ads,Tablet,1,1,0
585,2,Direct,Desktop,1,1,1
512,6,Google,Desktop,0,1,1
233,10,Google,Desktop,1,0,0
371,5,Ads,Mobile,2,0,1
113,3,Google,Tablet,0,1,1
191,7,Google,Mobile,1,1,0
517,6,Ads,Desktop,0,1,1
184,5,Direct,Desktop,1,1,0
132,6,Ads,Mobile,0,1,1
204,1,Google,Desktop,1,1,1
528,5,Google,Mobile,1,1,1
122,4,Google,Mobile,1,1,0
57,9,Google,Desktop,1,1,1
373,9,Google,Mobile,1,0,0
524,6,Google,Tablet,1,1,0
31,9,Google,Desktop,1,0,0
82,7,Google,Mobile,0,1,1
45,2,Google,Mobile,1,0,0
128,3,Ads,Desktop,0,1,0
179,4,Ads,Mobile,0,0,1
414,5,Ads,Desktop,0,0,0
315,8,Google,Mobile,2,0,0
291,4,Google,Desktop,1,1,0
130,4,Google,Mobile,0,1,0
552,4,Google,Mobile,1,1,1
191,3,Google,Mobile,1,0,1
1160,2,Google,Tablet,0,0,1
301,5,Ads,Mobile,2,1,0
40,9,Ads,Mobile,1,1,0
338,6,Google,Mobile,1,1,1
117,3,Google,Mobile,1,0,0
347,4,Google,Mobile,0,1,0
21,3,Google,Mobile,2,1,0
57,4,Google,Tablet,1,1,1
580,3,Google,Mobile,0,1,0
77,5,Ads,Mobile,2,0,0
544,6,Direct,Mobile,1,1,1
98,8,Ads,Mobile,1,1,1
308,2,Google,Desktop,0,1,0
355,6,Ads,Mobile,1,1,0
215,4,Google,Mobile,0,1,0
109,5,Direct,Tablet,4,1,0
71,5,Google,Mobile,4,1,0
10,7,Ads,Mobile,0,0,1
108,7,Google,Tablet,2,1,0
317,6,Ads,Mobile,0,1,0
835,5,Google,Mobile,0,0,0
614,2,Google,Desktop,1,1,1
435,0,Direct,Mobile,0,1,0
465,4,Ads,Mobile,1,0,1
328,4,Direct,Desktop,2,0,1
90,2,Google,Tablet,0,0,0
713,5,Ads,Desktop,0,0,1
333,8,Ads,Mobile,1,1,1
246,5,Google,Mobile,0,0,0
35,7,Ads,Desktop,0,1,1
177,7,Google,Mobile,0,1,0
185,6,Google,Mobile,2,1,1
599,6,Google,Desktop,1,1,1
237,5,Google,Desktop,2,1,1
143,5,Google,Mobile,2,0,0
1129,4,Ads,Mobile,1,0,1
35,10,Google,Mobile,1,0,0
164,2,Ads,Mobile,0,1,0
12,8,Google,Mobile,2,1,1
404,2,Ads,Tablet,0,0,1
750,4,Ads,Desktop,2,0,1
98,7,Ads,Tablet,2,0,0
586,3,Google,Mobile,1,1,0
103,6,Ads,Mobile,0,0,0
724,10,Ads,Mobile,2,1,1
420,5,Direct,Mobile,0,1,1
490,4,Ads,Desktop,5,1,0
5,4,Ads,Mobile,0,0,0
987,7,Direct,Mobile,3,1,1
389,4,Google,Desktop,2,1,1
109,1,Ads,Mobile,0,1,1
530,4,Google,Mobile,2,1,0
99,2,Direct,Mobile,1,0,1
618,12,Google,Desktop,1,1,0
35,4,Ads,Desktop,2,1,1
364,7,Google,Mobile,2,1,1
233,8,Ads,Desktop,0,0,1
30,6,Google,Desktop,0,0,1
83,8,Ads,Desktop,0,0,1
3,4,Google,Tablet,3,1,0
189,1,Google,Mobile,2,1,0
107,3,Google,Mobile,1,1,1
273,4,Google,Mobile,1,0,0
105,4,Google,Mobile,0,0,0
106,5,Google,Desktop,3,1,1
407,6,Google,Mobile,1,1,0
14,7,Direct,Mobile,2,1,0
699,7,Google,Mobile,0,0,1
573,2,Ads,Mobile,1,1,0
330,6,Google,Mobile,0,0,1
269,6,Direct,Mobile,1,1,0
668,4,Ads,Mobile,1,1,1
61,6,Ads,Mobile,3,0,1
24,8,Google,Mobile,0,1,0
82,6,Direct,Mobile,2,1,1
474,2,Google,Desktop,0,1,1
10,3,Ads,Desktop,0,1,0
262,9,Ads,Mobile,1,0,1
1616,6,Direct,Desktop,0,1,0
580,8,Google,Mobile,2,0,1
221,3,Google,Desktop,1,0,1
19,5,Google,Tablet,2,1,0
534,9,Direct,Mobile,0,1,0
274,5,Google,Desktop,1,1,1
36,2,Google,Mobile,1,0,0
29,7,Google,Tablet,0,1,0
721,2,Google,Mobile,2,0,1
331,2,Google,Mobile,1,1,1
530,6,Direct,Desktop,0,1,1
633,5,Google,Mobile,0,1,1
254,7,Google,Mobile,0,0,1
218,6,Google,Mobile,1,1,0
168,5,Ads,Desktop,2,0,0
114,7,Ads,Desktop,0,1,0
171,5,Ads,Desktop,0,1,0
446,5,Ads,Mobile,1,1,1
276,9,Direct,Desktop,0,1,0
669,7,Google,Mobile,1,1,1
175,3,Direct,Desktop,0,1,0
280,7,Google,Mobile,3,1,1
299,6,Google,Mobile,0,0,0
268,7,Google,Desktop,1,1,1
363,3,Google,Mobile,1,1,1
81,4,Google,Mobile,3,0,1
215,7,Direct,Desktop,1,0,0
33,8,Google,Mobile,1,0,0
145,5,Ads,Mobile,1,1,0
200,5,Direct,Mobile,0,0,1
316,5,Google,Desktop,1,0,0
901,4,Google,Mobile,1,1,1
275,5,Ads,Desktop,0,1,0
408,5,Google,Mobile,1,0,1
211,3,Ads,Mobile,0,1,0
301,3,Google,Mobile,1,1,0
22,3,Google,Mobile,0,0,0
88,3,Ads,Mobile,1,1,1
134,6,Direct,Mobile,1,0,0
191,6,Google,Mobile,2,0,0
14,6,Ads,Mobile,2,0,0
45,5,Ads,Tablet,1,1,0
97,3,Direct,Mobile,0,0,1
1067,6,Google,Mobile,2,1,1
120,6,Direct,Mobile,3,1,0
197,5,Google,Mobile,1,1,0
65,4,Direct,Mobile,1,0,1
283,5,Direct,Desktop,0,1,1
98,6,Direct,Desktop,0,1,1
69,4,Direct,Mobile,1,0,1
218,4,Direct,Tablet,0,0,1
1,4,Direct,Mobile,3,1,0
2,6,Direct,Desktop,0,1,1
74,4,Google,Mobile,1,1,1
11,3,Direct,Mobile,1,1,1
34,4,Google,Desktop,2,0,1
124,6,Ads,Mobile,2,1,1
486,4,Ads,Mobile,2,0,1
254,3,Direct,Desktop,1,1,0
215,6,Ads,Desktop,1,1,0
104,6,Google,Tablet,0,1,0
805,3,Ads,Mobile,2,0,0
151,3,Google,Mobile,1,1,1
27,2,Ads,Tablet,1,0,1
287,3,Direct,Mobile,1,1,0
36,5,Direct,Mobile,3,1,0
127,7,Direct,Mobile,0,1,1
212,3,Ads,Desktop,0,0,1
621,3,Google,Mobile,1,1,1
204,6,Ads,Mobile,2,0,0
363,7,Ads,Mobile,0,0,0
1480,3,Google,Mobile,1,0,1
42,6,Google,Mobile,0,0,1
96,8,Direct,Mobile,1,0,1
150,3,Ads,Desktop,2,1,1
164,3,Ads,Mobile,0,1,0
158,5,Google,Mobile,1,1,1
714,5,Ads,Mobile,2,1,0
375,7,Google,Tablet,2,0,1
280,9,Direct,Mobile,0,0,0
111,4,Google,Mobile,2,0,1
520,6,Ads,Mobile,0,1,0
930,6,Ads,Mobile,2,1,1
516,5,Ads,Desktop,2,0,0
0,6,Google,Desktop,1,1,1
303,10,Direct,Mobile,1,1,0
15,4,Direct,Desktop,1,1,1
89,3,Direct,Desktop,1,1,0
18,8,Google,Tablet,0,0,0
277,6,Ads,Mobile,0,1,1
348,7,Ads,Mobile,0,1,0
36,5,Ads,Desktop,0,1,0
145,6,Ads,Desktop,0,0,0
182,2,Ads,Desktop,1,1,0
138,4,Google,Tablet,1,1,0
38,4,Google,Desktop,0,0,0
162,5,Ads,Mobile,2,0,1
417,6,Direct,Mobile,1,1,0
22,6,Direct,Mobile,1,0,0
25,3,Direct,Mobile,0,0,1
131,6,Google,Desktop,1,1,0
852,3,Google,Mobile,0,0,0
331,7,Google,Mobile,1,0,0
340,3,Google,Mobile,2,1,0
134,6,Google,Tablet,2,1,1
270,9,Google,Mobile,0,1,1
3,3,Google,Mobile,1,1,1
303,5,Ads,Desktop,0,0,0
733,7,Google,Mobile,0,0,1
284,2,Google,Mobile,1,1,1
620,4,Google,Desktop,1,1,1
386,4,Google,Mobile,1,1,1
38,12,Ads,Desktop,1,1,1
698,3,Google,Mobile,0,0,1
20,4,Google,Mobile,1,1,0
229,7,Ads,Mobile,4,0,1
45,6,Google,Mobile,0,1,1
3,9,Ads,Desktop,0,0,0
164,6,Google,Desktop,1,1,0
104,3,Google,Tablet,0,0,0
199,3,Google,Desktop,1,1,1
258,1,Google,Mobile,3,0,0
13,4,Google,Desktop,0,1,1
39,4,Google,Mobile,1,1,1
245,2,Ads,Tablet,1,1,1
126,2,Ads,Desktop,1,0,1
391,8,Google,Mobile,0,1,1
316,8,Ads,Mobile,0,0,0
560,6,Direct,Mobile,1,0,1
353,7,Google,Mobile,3,0,0
168,1,Google,Mobile,2,0,0
335,6,Direct,Desktop,0,0,0
96,5,Google,Mobile,2,1,1
109,7,Direct,Mobile,1,0,0
466,11,Google,Mobile,0,1,1
177,1,Google,Desktop,1,0,0
480,5,Google,Desktop,1,1,0
518,5,Ads,Mobile,2,1,0
584,5,Google,Mobile,0,0,0
745,3,Google,Mobile,1,1,0
169,4,Direct,Tablet,2,0,0
115,6,Ads,Mobile,1,0,1
261,7,Ads,Tablet,1,1,0
139,7,Ads,Desktop,1,1,0
275,2,Google,Mobile,0,0,0
366,5,Ads,Desktop,0,1,0
349,8,Direct,Mobile,1,1,0
140,6,Ads,Tablet,0,1,1
54,8,Google,Desktop,1,1,0
168,4,Google,Mobile,1,1,1
46,4,Google,Desktop,1,0,1
662,3,Ads,Mobile,1,1,1
127,2,Google,Mobile,2,1,0
50,4,Google,Desktop,0,0,0
7,5,Google,Mobile,3,0,0
311,5,Ads,Mobile,0,1,1
303,3,Ads,Desktop,0,1,1
124,4,Ads,Tablet,1,0,0
22,3,Google,Tablet,1,0,1
158,9,Google,Desktop,0,1,0
111,2,Direct,Mobile,0,1,1
339,7,Direct,Desktop,0,1,1
279,5,Direct,Mobile,0,0,1
136,6,Google,Mobile,1,1,0
73,5,Google,Mobile,0,0,1
1327,11,Ads,Tablet,1,1,0
181,3,Direct,Mobile,0,1,0
349,3,Google,Desktop,1,0,1
45,5,Direct,Mobile,0,1,0
199,5,Google,Mobile,0,1,0
8,3,Google,Tablet,2,1,1
211,6,Google,Desktop,2,1,0
997,5,Google,Desktop,2,1,0
145,6,Direct,Mobile,1,1,1
11,2,Google,Mobile,2,1,1
9,5,Google,Mobile,1,0,0
147,6,Google,Mobile,0,0,0
52,2,Google,Mobile,2,0,1
7,8,Google,Mobile,0,1,0
423,5,Google,Mobile,0,1,0
184,5,Google,Tablet,1,0,0
102,12,Google,Tablet,0,0,1
691,4,Direct,Mobile,0,0,0
37,7,Google,Desktop,1,1,1
936,5,Ads,Mobile,1,1,0
113,3,Ads,Mobile,4,1,0
657,8,Direct,Desktop,2,0,0
277,3,Google,Mobile,1,1,0
525,3,Ads,Desktop,2,1,1
1240,6,Google,Mobile,0,0,0
102,4,Ads,Desktop,2,0,1
974,7,Google,Desktop,0,0,1
148,5,Google,Desktop,3,0,1
146,4,Ads,Mobile,3,1,0
124,3,Google,Mobile,1,0,0
233,3,Direct,Mobile,2,1,1
50,6,Google,Desktop,0,1,0
242,4,Ads,Mobile,1,1,0
234,3,Ads,Mobile,1,0,0
430,7,Google,Mobile,0,0,0
538,2,Direct,Mobile,1,0,1
174,7,Google,Desktop,3,0,0
108,3,Direct,Mobile,2,0,0
90,6,Google,Desktop,0,0,1
64,5,Ads,Mobile,0,1,1
17,4,Google,Mobile,2,0,0
125,3,Google,Mobile,0,0,0
94,4,Google,Mobile,1,1,1
1018,6,Google,Mobile,1,1,1
244,6,Google,Mobile,1,0,1
127,3,Ads,Mobile,1,1,0
260,3,Direct,Desktop,0,0,0
44,4,Google,Mobile,0,1,1
176,7,Google,Desktop,1,1,0
295,5,Google,Mobile,0,0,1
201,6,Ads,Desktop,0,1,0
154,4,Google,Desktop,0,1,1
1527,2,Direct,Mobile,1,1,0
636,4,Ads,Mobile,3,0,1
292,6,Ads,Mobile,1,1,1
252,6,Ads,Desktop,0,1,0
290,7,Direct,Mobile,1,0,0
67,6,Direct,Mobile,0,1,1
150,2,Ads,Mobile,0,1,0
12,6,Ads,Mobile,2,1,0
193,5,Ads,Mobile,1,0,0
234,3,Google,Mobile,0,1,0
77,6,Google,Tablet,0,1,1
997,6,Ads,Desktop,2,1,0
720,11,Direct,Mobile,0,1,0
384,5,Google,Mobile,0,1,0
228,7,Google,Mobile,1,1,0
611,5,Google,Mobile,1,0,1
42,4,Direct,Mobile,1,0,0
468,1,Google,Mobile,0,1,0
39,7,Ads,Mobile,2,1,0
474,5,Google,Tablet,0,0,1
96,4,Direct,Mobile,3,1,1
628,6,Google,Mobile,0,0,1
864,1,Ads,Desktop,3,0,0
48,3,Google,Tablet,0,1,0
186,5,Ads,Mobile,0,0,0
1188,8,Google,Desktop,1,1,0
198,5,Direct,Desktop,2,1,0
597,2,Ads,Desktop,1,1,0
266,11,Google,Desktop,0,0,0
141,8,Google,Tablet,0,0,0
100,3,Google,Mobile,1,1,1
68,7,Google,Mobile,1,1,1
430,5,Ads,Mobile,2,0,1
146,3,Direct,Mobile,1,1,1
214,10,Ads,Mobile,3,1,0
203,6,Google,Desktop,2,0,1
258,7,Ads,Desktop,0,0,1
602,2,Direct,Mobile,1,1,1
1184,4,Direct,Tablet,0,1,1
157,8,Google,Mobile,1,0,0
527,6,Ads,Mobile,1,0,1
433,4,Google,Desktop,5,0,1
255,7,Google,Mobile,1,0,0
937,5,Ads,Mobile,1,1,1
67,5,Google,Tablet,0,1,1
34,4,Google,Mobile,0,0,0
577,7,Google,Desktop,1,1,1
173,7,Google,Tablet,2,1,1
563,5,Direct,Desktop,0,1,1
670,2,Google,Mobile,2,1,0
19,5,Ads,Mobile,0,0,1
644,1,Google,Mobile,1,1,1
178,3,Google,Mobile,0,0,0
214,11,Direct,Tablet,0,1,1
295,4,Ads,Desktop,0,0,1
782,6,Ads,Mobile,2,1,0
5,5,Ads,Tablet,2,0,0
194,11,Google,Mobile,3,0,0
349,5,Ads,Desktop,1,0,0
384,7,Google,Mobile,2,1,0
353,6,Direct,Mobile,0,1,1
43,6,Ads,Mobile,2,1,0
106,7,Ads,Desktop,0,1,1
133,6,Direct,Mobile,2,1,0
489,5,Direct,Desktop,0,1,0
98,2,Google,Tablet,0,1,1
70,3,Google,Mobile,1,1,1
947,2,Direct,Desktop,2,0,1
2,4,Google,Mobile,0,0,0
1838,6,Google,Mobile,2,0,0
338,2,Google,Desktop,2,1,0
528,6,Google,Mobile,2,0,1
104,6,Ads,Tablet,0,1,0
4,7,Direct,Mobile,0,1,1
401,5,Google,Mobile,1,0,1
538,2,Ads,Tablet,0,0,0
404,2,Google,Mobile,0,0,0
46,7,Ads,Desktop,0,0,1
420,3,Ads,Mobile,0,0,1
439,8,Ads,Mobile,1,1,0
322,3,Google,Mobile,0,1,0
435,3,Google,Mobile,1,1,0
561,6,Direct,Desktop,1,0,0
285,6,Google,Mobile,4,0,0
27,4,Google,Mobile,0,1,0
200,5,Google,Desktop,2,1,0
24,7,Direct,Desktop,0,0,1
157,5,Ads,Desktop,0,0,1
156,5,Ads,Mobile,2,0,1
20,5,Ads,Desktop,4,0,1
128,4,Direct,Mobile,2,0,1
35,6,Google,Mobile,1,0,1
495,2,Google,Desktop,0,1,0
885,4,Google,Desktop,3,1,1
22,5,Google,Desktop,2,0,0
931,7,Google,Tablet,4,1,1
221,3,Ads,Desktop,0,1,1
106,9,Direct,Mobile,1,1,0
23,2,Ads,Mobile,1,0,1
208,3,Google,Mobile,1,1,1
474,6,Ads,Mobile,1,1,1
368,5,Ads,Mobile,1,0,0
15,7,Direct,Tablet,0,0,0
22,2,Direct,Desktop,1,1,0
154,8,Ads,Mobile,0,1,0
104,7,Ads,Mobile,0,1,1
79,2,Ads,Mobile,0,1,0
98,6,Direct,Mobile,2,1,0
488,3,Google,Desktop,0,1,0
794,4,Google,Mobile,2,1,0
155,5,Google,Desktop,1,1,1
709,4,Ads,Mobile,0,0,1
116,6,Google,Mobile,0,1,1
194,5,Google,Mobile,0,1,1
76,6,Google,Tablet,2,0,0
306,3,Google,Mobile,1,1,0
1158,4,Google,Mobile,0,1,0
277,3,Ads,Mobile,2,1,0
132,4,Ads,Mobile,2,0,0
313,4,Direct,Tablet,1,0,0
39,5,Google,Desktop,1,1,0
658,4,Google,Mobile,0,0,1
209,6,Google,Desktop,2,1,0
178,5,Google,Mobile,0,0,0
264,7,Google,Mobile,0,0,1
294,5,Google,Mobile,2,0,0
22,5,Ads,Desktop,1,1,0
344,6,Google,Tablet,1,1,1
83,3,Google,Desktop,0,0,0
375,7,Ads,Mobile,1,0,0
518,6,Ads,Desktop,2,1,0
488,7,Google,Mobile,2,1,1
241,7,Direct,Tablet,1,1,0
220,5,Google,Mobile,0,0,1
46,5,Google,Mobile,0,0,0
447,5,Google,Desktop,0,1,0
94,7,Google,Mobile,0,1,1
205,3,Google,Mobile,1,1,0
100,6,Ads,Mobile,0,0,1
43,6,Direct,Desktop,1,1,1
297,3,Google,Desktop,0,1,0
16,8,Google,Desktop,2,1,0
414,7,Direct,Mobile,2,0,0
114,3,Google,Desktop,0,0,1
0,4,Google,Mobile,2,1,1
214,2,Google,Mobile,0,1,1
14,4,Google,Mobile,0,1,0
96,3,Google,Tablet,2,1,1
368,5,Ads,Mobile,0,1,0
19,6,Google,Desktop,0,0,1
548,6,Direct,Tablet,0,0,1
1,4,Google,Mobile,2,1,0
85,4,Ads,Desktop,0,1,0
405,5,Google,Mobile,0,1,0
114,8,Google,Mobile,0,0,0
32,5,Google,Desktop,5,0,0
133,8,Direct,Desktop,2,0,0
94,2,Ads,Mobile,2,0,0
554,7,Google,Mobile,1,1,0
112,11,Direct,Mobile,2,0,0
466,4,Ads,Mobile,0,0,0
667,6,Direct,Mobile,0,0,0
170,3,Ads,Mobile,2,0,0
722,3,Google,Mobile,1,1,0
142,1,Ads,Desktop,1,1,1
997,3,Direct,Mobile,0,1,1
28,6,Google,Mobile,1,0,0
348,3,Ads,Mobile,0,0,0
204,2,Google,Mobile,0,0,1
147,6,Google,Desktop,1,1,1
300,4,Google,Desktop,0,0,0
365,3,Google,Mobile,1,0,0
1,6,Ads,Desktop,0,0,0
54,2,Google,Mobile,3,1,0
374,3,Google,Mobile,2,1,1
329,10,Ads,Mobile,0,1,0
1014,7,Direct,Mobile,1,0,1
429,4,Google,Tablet,1,1,1
903,1,Google,Mobile,0,1,0
363,3,Google,Mobile,1,1,1
106,7,Google,Mobile,2,1,1
33,7,Ads,Desktop,0,1,0
456,3,Direct,Tablet,3,0,0
309,7,Ads,Desktop,0,1,1
14,2,Google,Mobile,1,1,1
133,5,Ads,Desktop,1,0,1
942,2,Google,Mobile,0,1,0
208,4,Google,Mobile,0,1,0
170,5,Ads,Mobile,1,0,1
183,3,Google,Desktop,0,1,1
70,4,Google,Mobile,1,1,0
137,5,Google,Desktop,0,1,0
138,2,Direct,Desktop,0,1,1
16,5,Google,Mobile,0,0,1
437,6,Google,Mobile,0,1,1
161,2,Google,Mobile,0,0,0
518,5,Google,Desktop,2,1,0
569,5,Ads,Desktop,1,1,0
71,7,Direct,Desktop,1,1,1
321,8,Google,Desktop,1,0,0
191,7,Ads,Desktop,1,1,0
636,4,Google,Mobile,0,1,0
72,7,Google,Mobile,1,1,0
339,6,Google,Mobile,0,0,1
280,7,Google,Desktop,1,0,0
104,5,Direct,Mobile,3,1,0
44,5,Google,Tablet,0,1,1
316,5,Ads,Mobile,0,1,1
402,7,Direct,Mobile,1,1,1
113,5,Google,Mobile,0,1,0
310,2,Google,Mobile,1,0,1
150,4,Google,Desktop,1,0,0
374,7,Google,Desktop,1,1,0
66,7,Ads,Mobile,2,1,0
662,6,Direct,Tablet,0,0,0
